path,conf,class_id,x_min,y_min,x_max,y_max
/kaggle/temp/axial_all_images/1078357909___2299080281___18.png,0.792904794216156,0,155.0,125.0,176.0,145.0
/kaggle/temp/axial_all_images/1078357909___2299080281___24.png,0.7607364654541016,0,158.0,119.0,179.0,140.0
/kaggle/temp/axial_all_images/1078357909___2299080281___30.png,0.7304285168647766,0,161.0,130.0,182.0,151.0
/kaggle/temp/axial_all_images/1078357909___2299080281___36.png,0.692107081413269,0,157.0,153.0,179.0,174.0
/kaggle/temp/axial_all_images/107935613___729255173___12.png,0.8517828583717346,0,200.0,190.0,225.0,215.0
/kaggle/temp/axial_all_images/107935613___729255173___17.png,0.8348102569580078,0,202.0,189.0,227.99999999999997,214.0
/kaggle/temp/axial_all_images/107935613___729255173___2.png,0.7889948487281799,0,200.99999999999997,192.0,225.99999999999997,217.0
/kaggle/temp/axial_all_images/107935613___729255173___21.png,0.781245768070221,0,204.99999999999997,185.0,231.0,210.0
/kaggle/temp/axial_all_images/107935613___729255173___7.png,0.8123548030853271,0,202.0,187.0,227.99999999999997,212.0
/kaggle/temp/axial_all_images/1082591956___2505757134___13.png,0.823030948638916,0,323.0,301.0,365.0,343.0
/kaggle/temp/axial_all_images/1082591956___2505757134___18.png,0.8228087425231934,0,321.0,298.0,363.0,340.0
/kaggle/temp/axial_all_images/1082591956___2505757134___23.png,0.7751950025558472,0,313.0,278.0,355.0,321.0
/kaggle/temp/axial_all_images/1082591956___2505757134___3.png,0.8259438276290894,0,304.0,306.0,346.0,348.0
/kaggle/temp/axial_all_images/1082591956___2505757134___7.png,0.8184358477592468,0,309.0,305.0,352.0,348.0
/kaggle/temp/axial_all_images/1082665764___2870442518___13.png,0.7818765640258789,0,347.0,324.0,389.0,366.0
/kaggle/temp/axial_all_images/1082665764___2870442518___22.png,0.8146845698356628,0,342.0,315.0,385.0,357.0
/kaggle/temp/axial_all_images/1082665764___2870442518___31.png,0.8097540140151978,0,337.0,321.0,379.0,363.0
/kaggle/temp/axial_all_images/1082665764___2870442518___40.png,0.7537093162536621,0,339.0,307.0,382.0,349.0
/kaggle/temp/axial_all_images/1082665764___2870442518___5.png,0.7573282122612,0,347.0,323.0,389.0,365.0
/kaggle/temp/axial_all_images/109454808___2149359622___12.png,0.7563995718955994,0,354.0,305.0,396.0,347.0
/kaggle/temp/axial_all_images/109454808___2149359622___20.png,0.7716600298881531,0,348.0,299.0,390.0,341.0
/kaggle/temp/axial_all_images/109454808___2149359622___26.png,0.7515727877616882,0,344.0,300.0,386.0,341.0
/kaggle/temp/axial_all_images/109454808___294363523___1.png,0.7619957327842712,0,334.0,322.0,374.0,362.0
/kaggle/temp/axial_all_images/109454808___294363523___14.png,0.7827085852622986,0,325.0,260.0,366.0,300.0
/kaggle/temp/axial_all_images/109454808___294363523___7.png,0.815004825592041,0,330.0,289.0,370.0,329.0
/kaggle/temp/axial_all_images/109454808___3763123999___1.png,0.7388014793395996,0,357.0,334.0,400.0,377.0
/kaggle/temp/axial_all_images/109454808___3763123999___14.png,0.8135818243026733,0,340.0,304.0,382.0,346.0
/kaggle/temp/axial_all_images/109454808___3763123999___19.png,0.6556832194328308,0,336.0,299.0,378.0,341.0
/kaggle/temp/axial_all_images/109454808___3763123999___6.png,0.7921445369720459,0,351.0,322.0,393.0,363.0
/kaggle/temp/axial_all_images/1094879459___2731242482___13.png,0.7802704572677612,0,177.0,153.0,198.0,174.0
/kaggle/temp/axial_all_images/1094879459___2731242482___20.png,0.7695749998092651,0,174.0,146.0,196.0,167.0
/kaggle/temp/axial_all_images/1094879459___2731242482___30.png,0.8038618564605713,0,172.0,143.0,193.0,164.0
/kaggle/temp/axial_all_images/1094879459___2731242482___37.png,0.7798280119895935,0,167.0,136.0,188.0,158.0
/kaggle/temp/axial_all_images/1094879459___2731242482___5.png,0.8049110770225525,0,172.0,156.0,193.0,177.0
/kaggle/temp/axial_all_images/1095894979___1332065618___12.png,0.8088718056678772,0,321.0,315.0,364.0,357.0
/kaggle/temp/axial_all_images/1095894979___1332065618___4.png,0.8228752613067627,0,333.0,316.0,376.0,358.0
/kaggle/temp/axial_all_images/1095894979___1332065618___9.png,0.8207822442054749,0,324.0,312.0,366.0,354.0
/kaggle/temp/axial_all_images/1097875334___473318787___13.png,0.8243977427482605,0,295.0,299.0,334.0,338.0
/kaggle/temp/axial_all_images/1097875334___473318787___18.png,0.8168751001358032,0,291.0,301.0,329.0,338.0
/kaggle/temp/axial_all_images/1097875334___473318787___22.png,0.7852704524993896,0,285.0,289.0,324.0,328.0
/kaggle/temp/axial_all_images/1097875334___473318787___3.png,0.8130305409431458,0,295.0,290.0,333.0,327.0
/kaggle/temp/axial_all_images/1097875334___473318787___8.png,0.8098389506340027,0,295.0,307.0,333.0,345.0
/kaggle/temp/axial_all_images/1117361192___2041546893___13.png,0.8079961538314819,0,161.0,162.0,182.0,183.0
/kaggle/temp/axial_all_images/1117361192___2041546893___17.png,0.8220422267913818,0,159.0,155.0,180.0,176.0
/kaggle/temp/axial_all_images/1117361192___2041546893___21.png,0.776790976524353,0,159.0,149.0,180.0,170.0
/kaggle/temp/axial_all_images/1117361192___2041546893___3.png,0.7796791791915894,0,163.0,177.0,184.0,199.0
/kaggle/temp/axial_all_images/1117361192___2041546893___8.png,0.7968500256538391,0,162.0,172.0,183.0,193.0
/kaggle/temp/axial_all_images/1117492266___664310401___12.png,0.7634124755859375,0,174.0,160.0,195.0,181.0
/kaggle/temp/axial_all_images/1117492266___664310401___20.png,0.7905009984970093,0,173.0,161.0,194.0,182.0
/kaggle/temp/axial_all_images/1117492266___664310401___29.png,0.8055527806282043,0,175.0,157.0,196.0,178.0
/kaggle/temp/axial_all_images/1117492266___664310401___37.png,0.809891402721405,0,175.0,156.0,196.0,177.0
/kaggle/temp/axial_all_images/1117492266___664310401___47.png,0.7368316650390625,0,175.0,151.0,196.0,172.0
/kaggle/temp/axial_all_images/1130601231___611142658___10.png,0.8090683221817017,0,272.0,254.0,306.0,288.0
/kaggle/temp/axial_all_images/1130601231___611142658___15.png,0.8101131319999695,0,256.0,250.0,290.0,283.0
/kaggle/temp/axial_all_images/1130601231___611142658___21.png,0.8271341323852539,0,250.99999999999997,245.00000000000003,285.0,279.0
/kaggle/temp/axial_all_images/1130601231___611142658___26.png,0.7414502501487732,0,264.0,242.0,298.0,276.0
/kaggle/temp/axial_all_images/1130601231___611142658___3.png,0.8035817742347717,0,266.0,258.0,299.0,292.0
/kaggle/temp/axial_all_images/113121178___2624376155___1.png,0.7555047273635864,0,159.0,180.0,180.0,200.99999999999997
/kaggle/temp/axial_all_images/113121178___2624376155___13.png,0.8112009763717651,0,161.0,150.0,182.0,171.0
/kaggle/temp/axial_all_images/113121178___2624376155___20.png,0.7945995330810547,0,164.0,151.0,185.0,172.0
/kaggle/temp/axial_all_images/113121178___2624376155___7.png,0.7972967028617859,0,162.0,160.0,183.0,182.0
/kaggle/temp/axial_all_images/113121178___560663154___11.png,0.8104706406593323,0,153.0,176.0,175.0,197.0
/kaggle/temp/axial_all_images/113121178___560663154___18.png,0.8132879137992859,0,153.0,167.0,174.0,188.0
/kaggle/temp/axial_all_images/113121178___560663154___26.png,0.8368577361106873,0,156.0,158.0,177.0,179.0
/kaggle/temp/axial_all_images/1140449293___2651120449___13.png,0.7315990924835205,0,180.0,186.0,200.99999999999997,206.99999999999997
/kaggle/temp/axial_all_images/1140449293___2651120449___19.png,0.7870334386825562,0,175.0,160.0,196.0,181.0
/kaggle/temp/axial_all_images/1140449293___2651120449___25.png,0.8108988404273987,0,165.0,137.0,187.0,158.0
/kaggle/temp/axial_all_images/1140449293___2651120449___31.png,0.4007081985473633,0,159.70317125320435,140.9121036529541,180.79107999801636,161.91210746765137
/kaggle/temp/axial_all_images/1140449293___2651120449___36.png,0.7520769238471985,0,155.0,159.0,176.0,180.0
/kaggle/temp/axial_all_images/1140848367___1085498246___11.png,0.8306601643562317,0,381.0,557.0,438.99999999999994,615.0
/kaggle/temp/axial_all_images/1140848367___1085498246___16.png,0.63874351978302,0,383.0,543.0,442.0,602.0
/kaggle/temp/axial_all_images/1140848367___1085498246___19.png,0.7686209082603455,0,387.0,534.0,446.0,592.0
/kaggle/temp/axial_all_images/1140848367___1085498246___3.png,0.7970973253250122,0,400.0,538.0,457.0,594.0
/kaggle/temp/axial_all_images/1140848367___1085498246___7.png,0.8114609718322754,0,393.0,563.0,450.0,620.0
/kaggle/temp/axial_all_images/1140848367___3290725673___11.png,0.8041872382164001,0,306.0,375.0,357.0,426.0
/kaggle/temp/axial_all_images/1140848367___3290725673___15.png,0.7667337656021118,0,306.0,370.0,358.0,421.0
/kaggle/temp/axial_all_images/1140848367___3290725673___19.png,0.7184538841247559,0,382.0,366.0,433.0,416.0
/kaggle/temp/axial_all_images/1140848367___3290725673___3.png,0.7357788681983948,0,390.0,369.0,440.00000000000006,419.00000000000006
/kaggle/temp/axial_all_images/1140848367___3290725673___7.png,0.7802091836929321,0,381.0,365.0,433.0,417.0
/kaggle/temp/axial_all_images/1153238977___3421442073___12.png,0.7775160074234009,0,337.0,334.0,379.0,376.0
/kaggle/temp/axial_all_images/1153238977___3421442073___21.png,0.8016787767410278,0,338.0,335.0,380.0,377.0
/kaggle/temp/axial_all_images/1153238977___3421442073___30.png,0.806420624256134,0,331.0,309.0,374.0,351.0
/kaggle/temp/axial_all_images/1153238977___3421442073___38.png,0.8085945248603821,0,327.0,292.0,369.0,334.0
/kaggle/temp/axial_all_images/1153238977___3421442073___46.png,0.7504902482032776,0,328.0,280.0,370.0,321.0
/kaggle/temp/axial_all_images/115990621___1678668192___13.png,0.8253428936004639,0,133.0,128.0,150.0,145.0
/kaggle/temp/axial_all_images/115990621___1678668192___18.png,0.8283770680427551,0,131.0,125.0,148.0,142.0
/kaggle/temp/axial_all_images/115990621___1678668192___23.png,0.8187352418899536,0,131.0,126.0,148.0,142.0
/kaggle/temp/axial_all_images/115990621___1678668192___28.png,0.7992455363273621,0,133.0,126.0,150.0,143.0
/kaggle/temp/axial_all_images/115990621___1678668192___8.png,0.798166036605835,0,135.0,129.0,152.0,145.0
/kaggle/temp/axial_all_images/1164861071___2456599093___11.png,0.8353153467178345,0,333.0,313.0,375.0,355.0
/kaggle/temp/axial_all_images/1164861071___2456599093___16.png,0.8245925307273865,0,331.0,307.0,373.0,350.0
/kaggle/temp/axial_all_images/1164861071___2456599093___2.png,0.8184356689453125,0,335.0,312.0,377.0,354.0
/kaggle/temp/axial_all_images/1164861071___2456599093___20.png,0.7851936221122742,0,331.0,309.0,374.0,351.0
/kaggle/temp/axial_all_images/1164861071___2456599093___6.png,0.8413968682289124,0,334.0,319.0,375.0,361.0
/kaggle/temp/axial_all_images/1166421944___3061186272___10.png,0.7808340191841125,0,136.0,117.0,153.0,133.0
/kaggle/temp/axial_all_images/1166421944___3061186272___14.png,0.7963753342628479,0,135.0,109.00000000000001,152.0,125.0
/kaggle/temp/axial_all_images/1166421944___3061186272___19.png,0.8156212568283081,0,135.0,102.0,152.0,119.0
/kaggle/temp/axial_all_images/1166421944___3061186272___24.png,0.7853596806526184,0,137.0,107.0,153.0,123.0
/kaggle/temp/axial_all_images/1166421944___3061186272___26.png,0.6310699582099915,0,137.0,109.00000000000001,153.0,125.0
/kaggle/temp/axial_all_images/1166421944___4052001585___13.png,0.8100915551185608,0,135.0,100.0,152.0,117.0
/kaggle/temp/axial_all_images/1166421944___4052001585___19.png,0.8061116933822632,0,137.0,110.00000000000001,153.0,127.0
/kaggle/temp/axial_all_images/1166421944___4052001585___23.png,0.7824268341064453,0,133.0,111.00000000000001,150.0,128.0
/kaggle/temp/axial_all_images/1166421944___4052001585___4.png,0.8020655512809753,0,134.0,110.00000000000001,151.0,126.0
/kaggle/temp/axial_all_images/1166421944___4052001585___8.png,0.8106792569160461,0,134.0,110.00000000000001,150.0,127.0
/kaggle/temp/axial_all_images/1167650541___1405636653___13.png,0.7724092602729797,0,202.0,206.99999999999997,227.0,233.0
/kaggle/temp/axial_all_images/1167650541___1405636653___20.png,0.774577796459198,0,200.0,196.0,225.99999999999997,222.00000000000003
/kaggle/temp/axial_all_images/1167650541___1405636653___27.png,0.795985758304596,0,198.0,190.0,224.00000000000003,216.0
/kaggle/temp/axial_all_images/1167650541___1405636653___34.png,0.7946787476539612,0,196.0,195.0,222.00000000000003,221.0
/kaggle/temp/axial_all_images/1167650541___1405636653___41.png,0.7694406509399414,0,199.0,215.0,224.00000000000003,240.0
/kaggle/temp/axial_all_images/1171797088___2953244073___10.png,0.8099907636642456,0,327.0,317.0,369.0,359.0
/kaggle/temp/axial_all_images/1171797088___2953244073___15.png,0.8167285323143005,0,324.0,302.0,366.0,344.0
/kaggle/temp/axial_all_images/1171797088___2953244073___19.png,0.4091346561908722,0,329.0273904800415,302.5596857070923,371.02739810943604,343.6330556869507
/kaggle/temp/axial_all_images/1171797088___2953244073___2.png,0.7717560529708862,0,328.0,319.0,371.0,361.0
/kaggle/temp/axial_all_images/1171797088___2953244073___6.png,0.8166595697402954,0,329.0,307.0,371.0,349.0
/kaggle/temp/axial_all_images/1176604093___2437079363___12.png,0.8095372319221497,0,252.99999999999997,277.0,286.0,310.0
/kaggle/temp/axial_all_images/1176604093___2437079363___19.png,0.8353636860847473,0,260.0,271.0,294.0,304.0
/kaggle/temp/axial_all_images/1176604093___2437079363___26.png,0.7981932759284973,0,265.0,267.0,298.0,300.0
/kaggle/temp/axial_all_images/1176604093___2437079363___31.png,0.782974362373352,0,268.0,266.0,302.0,299.0
/kaggle/temp/axial_all_images/1176604093___2437079363___6.png,0.8062920570373535,0,259.0,270.0,293.0,304.0
/kaggle/temp/axial_all_images/1176954132___2705938708___1.png,0.7010097503662109,0,320.0,349.0,361.0,390.0
/kaggle/temp/axial_all_images/1176954132___2705938708___14.png,0.8255395889282227,0,308.0,290.0,348.0,330.0
/kaggle/temp/axial_all_images/1176954132___2705938708___20.png,0.7485553026199341,0,306.0,286.0,346.0,326.0
/kaggle/temp/axial_all_images/1176954132___2705938708___6.png,0.7932714223861694,0,316.0,321.0,356.0,361.0
/kaggle/temp/axial_all_images/1176954132___3283776646___13.png,0.7733957171440125,0,329.0,325.0,371.0,367.0
/kaggle/temp/axial_all_images/1176954132___3283776646___21.png,0.803922176361084,0,330.0,304.0,372.0,346.0
/kaggle/temp/axial_all_images/1176954132___3283776646___26.png,0.7617011666297913,0,330.0,295.0,372.0,337.0
/kaggle/temp/axial_all_images/1180134227___1096731918___13.png,0.8395654559135437,0,267.0,247.00000000000003,301.0,281.0
/kaggle/temp/axial_all_images/1180134227___1096731918___18.png,0.8141494989395142,0,269.0,259.0,303.0,293.0
/kaggle/temp/axial_all_images/1180134227___1096731918___2.png,0.7910403609275818,0,260.0,224.00000000000003,294.0,258.0
/kaggle/temp/axial_all_images/1180134227___1096731918___23.png,0.8119885921478271,0,269.0,259.0,302.0,293.0
/kaggle/temp/axial_all_images/1180134227___1096731918___7.png,0.7831306457519531,0,265.0,248.0,299.0,282.0
/kaggle/temp/axial_all_images/1180134227___56020246___100.png,0.7173889875411987,0,268.0,286.0,301.0,319.0
/kaggle/temp/axial_all_images/1180134227___56020246___125.png,0.7931002974510193,0,267.0,301.0,300.0,333.0
/kaggle/temp/axial_all_images/1180134227___56020246___34.png,0.7985160946846008,0,258.0,284.0,292.0,318.0
/kaggle/temp/axial_all_images/1180134227___56020246___54.png,0.5784868597984314,0,219.0,268.0,252.99999999999997,302.0
/kaggle/temp/axial_all_images/1180134227___56020246___75.png,0.8206773400306702,0,225.99999999999997,273.0,259.0,307.0
/kaggle/temp/axial_all_images/1196781988___2579132134___12.png,0.8345718383789062,0,336.0,346.0,378.0,388.0
/kaggle/temp/axial_all_images/1196781988___2579132134___17.png,0.7674955129623413,0,333.0,332.0,376.0,375.0
/kaggle/temp/axial_all_images/1196781988___2579132134___2.png,0.7943426370620728,0,343.0,377.0,385.0,420.0
/kaggle/temp/axial_all_images/1196781988___2579132134___22.png,0.7493440508842468,0,324.0,335.0,366.0,376.0
/kaggle/temp/axial_all_images/1196781988___2579132134___7.png,0.8222399950027466,0,336.0,358.0,378.0,400.0
/kaggle/temp/axial_all_images/1199116491___1617970511___16.png,0.7930667400360107,0,264.0,223.0,298.0,257.0
/kaggle/temp/axial_all_images/1199116491___1617970511___21.png,0.805609941482544,0,259.0,219.0,292.0,252.0
/kaggle/temp/axial_all_images/1199116491___1617970511___27.png,0.802276611328125,0,263.0,235.0,297.0,269.0
/kaggle/temp/axial_all_images/1199116491___1617970511___30.png,0.6844633221626282,0,275.0,244.0,309.0,278.0
/kaggle/temp/axial_all_images/1199116491___28677612___1.png,0.7706353068351746,0,265.0,229.99999999999997,298.0,263.0
/kaggle/temp/axial_all_images/1199116491___28677612___11.png,0.8217024803161621,0,265.0,222.00000000000003,299.0,254.99999999999997
/kaggle/temp/axial_all_images/1199116491___28677612___16.png,0.7994608283042908,0,258.0,241.0,292.0,274.0
/kaggle/temp/axial_all_images/1199116491___28677612___5.png,0.7716695070266724,0,266.0,225.99999999999997,300.0,260.0
/kaggle/temp/axial_all_images/1212820061___3140837225___10.png,0.7953422665596008,0,254.0,217.0,288.0,250.99999999999997
/kaggle/temp/axial_all_images/1212820061___3140837225___15.png,0.8008125424385071,0,262.0,233.0,296.0,267.0
/kaggle/temp/axial_all_images/1212820061___3140837225___21.png,0.8063035607337952,0,259.0,236.0,293.0,270.0
/kaggle/temp/axial_all_images/1212820061___3140837225___26.png,0.8030472993850708,0,259.0,244.0,293.0,277.0
/kaggle/temp/axial_all_images/1212820061___3140837225___5.png,0.7702633738517761,0,250.99999999999997,221.0,284.0,254.0
/kaggle/temp/axial_all_images/1217477368___3033248018___11.png,0.8008313775062561,0,263.0,227.99999999999997,296.0,262.0
/kaggle/temp/axial_all_images/1217477368___3033248018___16.png,0.7983786463737488,0,256.0,243.00000000000003,290.0,276.0
/kaggle/temp/axial_all_images/1217477368___3033248018___5.png,0.809771716594696,0,261.0,212.0,295.0,245.00000000000003
/kaggle/temp/axial_all_images/1217477368___457783860___1.png,0.7569630146026611,0,273.0,244.0,306.0,278.0
/kaggle/temp/axial_all_images/1217477368___457783860___13.png,0.8245027661323547,0,262.0,229.0,296.0,263.0
/kaggle/temp/axial_all_images/1217477368___457783860___20.png,0.812048614025116,0,265.0,229.0,299.0,262.0
/kaggle/temp/axial_all_images/1217477368___457783860___6.png,0.7997977137565613,0,269.0,229.99999999999997,303.0,264.0
/kaggle/temp/axial_all_images/1235452314___536051654___11.png,0.7985938191413879,0,155.0,157.0,175.0,177.0
/kaggle/temp/axial_all_images/1235452314___536051654___18.png,0.8031638860702515,0,154.0,162.0,175.0,182.0
/kaggle/temp/axial_all_images/1235452314___536051654___25.png,0.825970470905304,0,157.0,162.0,177.0,183.0
/kaggle/temp/axial_all_images/1235452314___536051654___33.png,0.8310924172401428,0,158.0,163.0,178.0,183.0
/kaggle/temp/axial_all_images/1235452314___536051654___43.png,0.8022085428237915,0,166.0,157.0,186.0,177.0
/kaggle/temp/axial_all_images/1237708996___1647841252___1.png,0.8081634044647217,0,268.0,287.0,302.0,320.0
/kaggle/temp/axial_all_images/1237708996___1647841252___11.png,0.8132361173629761,0,260.0,272.0,294.0,306.0
/kaggle/temp/axial_all_images/1237708996___1647841252___5.png,0.840204119682312,0,260.0,274.0,294.0,308.0
/kaggle/temp/axial_all_images/1237708996___2591362212___15.png,0.7751956582069397,0,272.0,246.0,306.0,280.0
/kaggle/temp/axial_all_images/1237708996___2591362212___22.png,0.7947558760643005,0,269.0,247.00000000000003,304.0,281.0
/kaggle/temp/axial_all_images/1237708996___2591362212___27.png,0.7518664002418518,0,266.0,254.0,300.0,288.0
/kaggle/temp/axial_all_images/1237708996___2591362212___9.png,0.778778612613678,0,275.0,252.0,309.0,286.0
/kaggle/temp/axial_all_images/1245057921___1763999581___13.png,0.8124448657035828,0,271.0,254.99999999999997,305.0,289.0
/kaggle/temp/axial_all_images/1245057921___1763999581___18.png,0.8007951974868774,0,259.0,252.99999999999997,292.0,286.0
/kaggle/temp/axial_all_images/1245057921___1763999581___23.png,0.7330976128578186,0,250.99999999999997,252.99999999999997,285.0,287.0
/kaggle/temp/axial_all_images/1245057921___1763999581___3.png,0.7950100898742676,0,265.0,256.0,299.0,290.0
/kaggle/temp/axial_all_images/1245057921___1763999581___8.png,0.8129029870033264,0,267.0,260.0,301.0,294.0
