path,conf,class_id,x_min,y_min,x_max,y_max
/kaggle/temp/axial_all_images/1075351916___2056623407___22.png,0.7502458691596985,0,140.0,119.0,161.0,140.0
/kaggle/temp/axial_all_images/1075351916___2056623407___31.png,0.7777676582336426,0,138.0,112.00000000000001,159.0,133.0
/kaggle/temp/axial_all_images/1075351916___2056623407___42.png,0.7546491622924805,0,141.0,109.00000000000001,162.0,130.0
/kaggle/temp/axial_all_images/1075351916___2056623407___52.png,0.6969704031944275,0,138.0,97.0,160.0,118.0
/kaggle/temp/axial_all_images/1075863395___1152750583___13.png,0.7599225640296936,0,119.0,157.0,140.0,178.0
/kaggle/temp/axial_all_images/1075863395___1152750583___20.png,0.8129167556762695,0,121.0,158.0,142.0,179.0
/kaggle/temp/axial_all_images/1075863395___1152750583___27.png,0.7824382185935974,0,122.0,161.0,143.0,182.0
/kaggle/temp/axial_all_images/1075863395___1152750583___34.png,0.8151232600212097,0,120.0,163.0,141.0,184.0
/kaggle/temp/axial_all_images/1075863395___1152750583___40.png,0.8013551235198975,0,117.0,169.0,137.0,189.0
/kaggle/temp/axial_all_images/1075863395___2883677594___13.png,0.7731271982192993,0,126.0,157.0,148.0,178.0
/kaggle/temp/axial_all_images/1075863395___2883677594___18.png,0.799369215965271,0,129.0,160.0,150.0,181.0
/kaggle/temp/axial_all_images/1075863395___2883677594___24.png,0.7981449365615845,0,128.0,162.0,149.0,183.0
/kaggle/temp/axial_all_images/1075863395___2883677594___3.png,0.75495445728302,0,128.0,170.0,149.0,191.0
/kaggle/temp/axial_all_images/1075863395___2883677594___8.png,0.801315188407898,0,129.0,160.0,150.0,181.0
/kaggle/temp/axial_all_images/1078357909___2299080281___12.png,0.7929907441139221,0,128.0,137.0,149.0,158.0
/kaggle/temp/axial_all_images/1078357909___2299080281___18.png,0.7864994406700134,0,133.0,125.0,154.0,145.0
/kaggle/temp/axial_all_images/1078357909___2299080281___24.png,0.7851753830909729,0,133.0,119.0,154.0,140.0
/kaggle/temp/axial_all_images/1078357909___2299080281___30.png,0.7891249656677246,0,136.0,134.0,157.0,155.0
/kaggle/temp/axial_all_images/1078357909___2299080281___36.png,0.7821251153945923,0,130.0,157.0,151.0,178.0
/kaggle/temp/axial_all_images/107935613___729255173___12.png,0.8133333325386047,0,167.0,187.0,192.0,212.0
/kaggle/temp/axial_all_images/107935613___729255173___17.png,0.8215131163597107,0,168.0,191.0,194.0,216.0
/kaggle/temp/axial_all_images/107935613___729255173___2.png,0.7794753909111023,0,163.0,192.0,188.0,218.00000000000003
/kaggle/temp/axial_all_images/107935613___729255173___21.png,0.7588750720024109,0,165.0,187.0,190.0,213.0
/kaggle/temp/axial_all_images/107935613___729255173___7.png,0.8115021586418152,0,164.0,187.0,189.0,212.0
/kaggle/temp/axial_all_images/1082591956___2505757134___13.png,0.8115133047103882,0,273.0,298.0,315.0,339.0
/kaggle/temp/axial_all_images/1082591956___2505757134___18.png,0.7319314479827881,0,274.0,292.0,316.0,335.0
/kaggle/temp/axial_all_images/1082591956___2505757134___23.png,0.7457651495933533,0,261.0,271.0,303.0,314.0
/kaggle/temp/axial_all_images/1082591956___2505757134___3.png,0.8036451935768127,0,244.0,305.0,287.0,348.0
/kaggle/temp/axial_all_images/1082591956___2505757134___7.png,0.8003453016281128,0,254.0,303.0,297.0,346.0
/kaggle/temp/axial_all_images/1082665764___2870442518___13.png,0.7418168187141418,0,269.0,328.0,311.0,370.0
/kaggle/temp/axial_all_images/1082665764___2870442518___22.png,0.7623744010925293,0,276.0,317.0,318.0,359.0
/kaggle/temp/axial_all_images/1082665764___2870442518___31.png,0.7632205486297607,0,284.0,322.0,326.0,364.0
/kaggle/temp/axial_all_images/1082665764___2870442518___40.png,0.7318402528762817,0,279.0,308.0,321.0,350.0
/kaggle/temp/axial_all_images/1082665764___2870442518___5.png,0.7385243773460388,0,265.0,327.0,308.0,370.0
/kaggle/temp/axial_all_images/109454808___2149359622___12.png,0.7665351033210754,0,287.0,309.0,329.0,352.0
/kaggle/temp/axial_all_images/109454808___2149359622___20.png,0.7868432998657227,0,284.0,306.0,326.0,348.0
/kaggle/temp/axial_all_images/109454808___2149359622___26.png,0.7319273948669434,0,281.0,304.0,323.0,347.0
/kaggle/temp/axial_all_images/109454808___294363523___1.png,0.7695959806442261,0,266.0,329.0,307.0,370.0
/kaggle/temp/axial_all_images/109454808___294363523___14.png,0.7298365235328674,0,263.0,267.0,303.0,307.0
/kaggle/temp/axial_all_images/109454808___294363523___7.png,0.799534261226654,0,274.0,294.0,314.0,334.0
/kaggle/temp/axial_all_images/109454808___3763123999___1.png,0.7375445365905762,0,288.0,338.0,331.0,381.0
/kaggle/temp/axial_all_images/109454808___3763123999___14.png,0.7846669554710388,0,285.0,310.0,327.0,352.0
/kaggle/temp/axial_all_images/109454808___3763123999___19.png,0.3892291486263275,0,267.95170307159424,303.3623218536377,310.95166206359863,346.1352825164795
/kaggle/temp/axial_all_images/109454808___3763123999___6.png,0.7850790619850159,0,287.0,326.0,330.0,369.0
/kaggle/temp/axial_all_images/1094879459___2731242482___13.png,0.7781406044960022,0,142.0,145.0,163.0,166.0
/kaggle/temp/axial_all_images/1094879459___2731242482___20.png,0.7525779604911804,0,141.0,138.0,161.0,159.0
/kaggle/temp/axial_all_images/1094879459___2731242482___30.png,0.8098670840263367,0,140.0,141.0,161.0,162.0
/kaggle/temp/axial_all_images/1094879459___2731242482___37.png,0.738004207611084,0,129.0,132.0,150.0,153.0
/kaggle/temp/axial_all_images/1094879459___2731242482___5.png,0.7585225105285645,0,136.0,150.0,157.0,171.0
/kaggle/temp/axial_all_images/1095894979___1332065618___12.png,0.7404012084007263,0,279.0,314.0,322.0,356.0
/kaggle/temp/axial_all_images/1095894979___1332065618___4.png,0.8145838975906372,0,282.0,310.0,324.0,353.0
/kaggle/temp/axial_all_images/1095894979___1332065618___9.png,0.8118956685066223,0,279.0,306.0,321.0,348.0
/kaggle/temp/axial_all_images/1097875334___473318787___13.png,0.8085978627204895,0,250.0,296.0,288.0,334.0
/kaggle/temp/axial_all_images/1097875334___473318787___18.png,0.7924432754516602,0,241.0,296.0,279.0,334.0
/kaggle/temp/axial_all_images/1097875334___473318787___22.png,0.7834895253181458,0,238.0,290.0,276.0,328.0
/kaggle/temp/axial_all_images/1097875334___473318787___3.png,0.8087750673294067,0,246.0,283.0,284.0,321.0
/kaggle/temp/axial_all_images/1097875334___473318787___8.png,0.7932451367378235,0,250.0,302.0,288.0,339.0
/kaggle/temp/axial_all_images/1117361192___2041546893___13.png,0.774371325969696,0,133.0,161.0,154.0,182.0
/kaggle/temp/axial_all_images/1117361192___2041546893___17.png,0.8076117634773254,0,136.0,155.0,157.0,175.0
/kaggle/temp/axial_all_images/1117361192___2041546893___21.png,0.79448401927948,0,134.0,150.0,155.0,171.0
/kaggle/temp/axial_all_images/1117361192___2041546893___3.png,0.7698134779930115,0,129.0,179.0,150.0,200.0
/kaggle/temp/axial_all_images/1117361192___2041546893___8.png,0.7865824103355408,0,131.0,173.0,152.0,194.0
/kaggle/temp/axial_all_images/1117492266___664310401___12.png,0.7517552375793457,0,134.0,162.0,155.0,184.0
/kaggle/temp/axial_all_images/1117492266___664310401___20.png,0.7646206021308899,0,133.0,163.0,154.0,184.0
/kaggle/temp/axial_all_images/1117492266___664310401___29.png,0.7780755162239075,0,137.0,159.0,158.0,180.0
/kaggle/temp/axial_all_images/1117492266___664310401___37.png,0.787528395652771,0,136.0,157.0,158.0,178.0
/kaggle/temp/axial_all_images/1117492266___664310401___47.png,0.6952306032180786,0,137.0,155.0,158.0,176.0
/kaggle/temp/axial_all_images/1130601231___611142658___10.png,0.7825411558151245,0,224.00000000000003,252.0,258.0,286.0
/kaggle/temp/axial_all_images/1130601231___611142658___15.png,0.8012232780456543,0,212.0,248.0,246.0,281.0
/kaggle/temp/axial_all_images/1130601231___611142658___21.png,0.8241264820098877,0,210.0,246.0,244.0,279.0
/kaggle/temp/axial_all_images/1130601231___611142658___26.png,0.7947818040847778,0,216.0,242.0,250.0,276.0
/kaggle/temp/axial_all_images/1130601231___611142658___3.png,0.7910738587379456,0,217.0,254.0,250.0,287.0
/kaggle/temp/axial_all_images/113121178___2624376155___1.png,0.7786936163902283,0,132.0,181.0,153.0,202.99999999999997
/kaggle/temp/axial_all_images/113121178___2624376155___13.png,0.7990210056304932,0,142.0,151.0,164.0,172.0
/kaggle/temp/axial_all_images/113121178___2624376155___20.png,0.7249132990837097,0,140.0,149.0,161.0,170.0
/kaggle/temp/axial_all_images/113121178___2624376155___7.png,0.8112664222717285,0,136.0,161.0,157.0,183.0
/kaggle/temp/axial_all_images/113121178___560663154___11.png,0.8095058798789978,0,122.0,178.0,143.0,199.0
/kaggle/temp/axial_all_images/113121178___560663154___18.png,0.7996252775192261,0,128.0,166.0,149.0,187.0
/kaggle/temp/axial_all_images/113121178___560663154___26.png,0.8203070163726807,0,133.0,158.0,154.0,179.0
/kaggle/temp/axial_all_images/1140449293___2651120449___13.png,0.7755125761032104,0,145.0,184.0,167.0,204.99999999999997
/kaggle/temp/axial_all_images/1140449293___2651120449___19.png,0.8170953989028931,0,149.0,164.0,170.0,185.0
/kaggle/temp/axial_all_images/1140449293___2651120449___25.png,0.7980851531028748,0,138.0,139.0,159.0,160.0
/kaggle/temp/axial_all_images/1140449293___2651120449___31.png,0.7656672596931458,0,136.0,140.0,157.0,161.0
/kaggle/temp/axial_all_images/1140449293___2651120449___36.png,0.7742472887039185,0,135.0,163.0,156.0,184.0
/kaggle/temp/axial_all_images/1140848367___1085498246___11.png,0.6826454997062683,0,315.0,562.0,370.0,616.0
/kaggle/temp/axial_all_images/1140848367___1085498246___16.png,0.8055564165115356,0,313.0,548.0,369.0,603.0
/kaggle/temp/axial_all_images/1140848367___1085498246___19.png,0.749245822429657,0,317.0,541.0,373.0,596.0
/kaggle/temp/axial_all_images/1140848367___1085498246___3.png,0.7747207283973694,0,322.0,542.0,378.0,598.0
/kaggle/temp/axial_all_images/1140848367___1085498246___7.png,0.8059149384498596,0,322.0,568.0,378.0,623.0
/kaggle/temp/axial_all_images/1140848367___3290725673___11.png,0.7682225704193115,0,307.0,382.0,358.0,433.0
/kaggle/temp/axial_all_images/1140848367___3290725673___15.png,0.7866588234901428,0,307.0,371.0,359.0,422.0
/kaggle/temp/axial_all_images/1140848367___3290725673___19.png,0.7690113186836243,0,309.0,372.0,360.0,423.00000000000006
/kaggle/temp/axial_all_images/1140848367___3290725673___3.png,0.7440088391304016,0,317.0,371.0,369.0,422.0
/kaggle/temp/axial_all_images/1140848367___3290725673___7.png,0.7999418377876282,0,315.0,375.0,366.0,426.0
/kaggle/temp/axial_all_images/1153238977___3421442073___12.png,0.7605792880058289,0,272.0,340.0,314.0,382.0
/kaggle/temp/axial_all_images/1153238977___3421442073___21.png,0.7877992987632751,0,273.0,336.0,315.0,379.0
/kaggle/temp/axial_all_images/1153238977___3421442073___30.png,0.7999564409255981,0,282.0,310.0,324.0,352.0
/kaggle/temp/axial_all_images/1153238977___3421442073___38.png,0.7796196937561035,0,277.0,293.0,319.0,335.0
/kaggle/temp/axial_all_images/1153238977___3421442073___46.png,0.7501224875450134,0,271.0,281.0,314.0,323.0
/kaggle/temp/axial_all_images/115990621___1678668192___13.png,0.8219695091247559,0,110.00000000000001,130.0,127.0,147.0
/kaggle/temp/axial_all_images/115990621___1678668192___18.png,0.8304160237312317,0,110.00000000000001,127.0,128.0,144.0
/kaggle/temp/axial_all_images/115990621___1678668192___23.png,0.8006246089935303,0,112.00000000000001,127.0,129.0,144.0
/kaggle/temp/axial_all_images/115990621___1678668192___28.png,0.7553627490997314,0,112.00000000000001,129.0,129.0,146.0
/kaggle/temp/axial_all_images/115990621___1678668192___8.png,0.7747697830200195,0,109.00000000000001,129.0,126.0,146.0
/kaggle/temp/axial_all_images/1164861071___2456599093___11.png,0.8229554295539856,0,274.0,308.0,317.0,350.0
/kaggle/temp/axial_all_images/1164861071___2456599093___16.png,0.8226656317710876,0,279.0,308.0,321.0,350.0
/kaggle/temp/axial_all_images/1164861071___2456599093___2.png,0.7939090728759766,0,277.0,307.0,319.0,350.0
/kaggle/temp/axial_all_images/1164861071___2456599093___20.png,0.4069192409515381,0,277.9904365539551,306.611704826355,319.91281509399414,348.53408336639404
/kaggle/temp/axial_all_images/1164861071___2456599093___6.png,0.8055415749549866,0,279.0,316.0,322.0,358.0
/kaggle/temp/axial_all_images/1166421944___3061186272___10.png,0.7839582562446594,0,111.00000000000001,117.0,127.0,134.0
/kaggle/temp/axial_all_images/1166421944___3061186272___14.png,0.7779123783111572,0,112.00000000000001,108.0,129.0,125.0
/kaggle/temp/axial_all_images/1166421944___3061186272___19.png,0.8223761916160583,0,113.99999999999999,102.0,131.0,119.0
/kaggle/temp/axial_all_images/1166421944___3061186272___24.png,0.8144261240959167,0,113.99999999999999,106.0,131.0,122.0
/kaggle/temp/axial_all_images/1166421944___3061186272___26.png,0.5777888298034668,0,117.0,113.99999999999999,134.0,131.0
/kaggle/temp/axial_all_images/1166421944___4052001585___13.png,0.8147467374801636,0,112.00000000000001,100.0,129.0,115.99999999999999
/kaggle/temp/axial_all_images/1166421944___4052001585___19.png,0.7797607183456421,0,113.99999999999999,108.0,131.0,125.0
/kaggle/temp/axial_all_images/1166421944___4052001585___23.png,0.7957727313041687,0,112.99999999999999,109.00000000000001,130.0,126.0
/kaggle/temp/axial_all_images/1166421944___4052001585___4.png,0.7749109268188477,0,108.0,110.00000000000001,125.0,127.0
/kaggle/temp/axial_all_images/1166421944___4052001585___8.png,0.8010756373405457,0,110.00000000000001,109.00000000000001,127.0,126.0
/kaggle/temp/axial_all_images/1167650541___1405636653___13.png,0.7558739185333252,0,154.0,206.99999999999997,179.0,231.99999999999997
/kaggle/temp/axial_all_images/1167650541___1405636653___20.png,0.7518787384033203,0,153.0,197.0,179.0,223.0
/kaggle/temp/axial_all_images/1167650541___1405636653___27.png,0.7854053974151611,0,158.0,192.0,183.0,217.0
/kaggle/temp/axial_all_images/1167650541___1405636653___34.png,0.8068609833717346,0,160.0,196.0,185.0,221.0
/kaggle/temp/axial_all_images/1167650541___1405636653___41.png,0.7098270654678345,0,162.0,215.0,187.0,241.0
/kaggle/temp/axial_all_images/1171797088___2953244073___10.png,0.7903861999511719,0,278.0,317.0,320.0,359.0
/kaggle/temp/axial_all_images/1171797088___2953244073___15.png,0.8057147264480591,0,277.0,299.0,319.0,341.0
/kaggle/temp/axial_all_images/1171797088___2953244073___19.png,0.7404448986053467,0,279.0,299.0,321.0,341.0
/kaggle/temp/axial_all_images/1171797088___2953244073___2.png,0.7803583741188049,0,272.0,321.0,314.0,363.0
/kaggle/temp/axial_all_images/1171797088___2953244073___6.png,0.8129246234893799,0,273.0,307.0,315.0,349.0
/kaggle/temp/axial_all_images/1176604093___2437079363___12.png,0.8303356170654297,0,214.0,278.0,248.0,311.0
/kaggle/temp/axial_all_images/1176604093___2437079363___19.png,0.8259462118148804,0,219.0,270.0,252.99999999999997,304.0
/kaggle/temp/axial_all_images/1176604093___2437079363___26.png,0.7694916725158691,0,225.0,266.0,259.0,300.0
/kaggle/temp/axial_all_images/1176604093___2437079363___31.png,0.7597272992134094,0,217.0,267.0,250.99999999999997,301.0
/kaggle/temp/axial_all_images/1176604093___2437079363___6.png,0.7969844937324524,0,214.0,272.0,248.0,306.0
/kaggle/temp/axial_all_images/1176954132___2705938708___1.png,0.7551115155220032,0,262.0,356.0,302.0,397.0
/kaggle/temp/axial_all_images/1176954132___2705938708___14.png,0.809382438659668,0,273.0,290.0,313.0,330.0
/kaggle/temp/axial_all_images/1176954132___2705938708___20.png,0.7917255163192749,0,263.0,283.0,303.0,324.0
/kaggle/temp/axial_all_images/1176954132___2705938708___6.png,0.8105836510658264,0,266.0,317.0,307.0,357.0
/kaggle/temp/axial_all_images/1176954132___3283776646___13.png,0.7969073057174683,0,265.0,320.0,307.0,362.0
/kaggle/temp/axial_all_images/1176954132___3283776646___21.png,0.7960913181304932,0,268.0,300.0,310.0,342.0
/kaggle/temp/axial_all_images/1176954132___3283776646___26.png,0.7386457920074463,0,271.0,296.0,314.0,338.0
/kaggle/temp/axial_all_images/1180134227___1096731918___13.png,0.8253310918807983,0,225.0,247.00000000000003,259.0,281.0
/kaggle/temp/axial_all_images/1180134227___1096731918___18.png,0.8065778017044067,0,222.00000000000003,256.0,256.0,290.0
/kaggle/temp/axial_all_images/1180134227___1096731918___2.png,0.3965885043144226,0,221.0559844970703,229.57091331481934,254.14178371429443,263.5709047317505
/kaggle/temp/axial_all_images/1180134227___1096731918___23.png,0.790591299533844,0,218.00000000000003,258.0,250.99999999999997,291.0
/kaggle/temp/axial_all_images/1180134227___1096731918___7.png,0.8091577887535095,0,216.0,243.00000000000003,250.0,277.0
/kaggle/temp/axial_all_images/1180134227___56020246___100.png,0.7880089282989502,0,221.0,283.0,254.99999999999997,317.0
/kaggle/temp/axial_all_images/1180134227___56020246___125.png,0.7677161693572998,0,215.0,299.0,249.00000000000003,332.0
/kaggle/temp/axial_all_images/1180134227___56020246___34.png,0.7687845230102539,0,218.00000000000003,284.0,252.0,318.0
/kaggle/temp/axial_all_images/1180134227___56020246___54.png,0.773063600063324,0,218.00000000000003,269.0,252.0,303.0
/kaggle/temp/axial_all_images/1180134227___56020246___75.png,0.792249321937561,0,225.0,273.0,259.0,307.0
/kaggle/temp/axial_all_images/1196781988___2579132134___12.png,0.7999336123466492,0,280.0,341.0,323.0,383.0
/kaggle/temp/axial_all_images/1196781988___2579132134___17.png,0.7632365822792053,0,281.0,328.0,324.0,370.0
/kaggle/temp/axial_all_images/1196781988___2579132134___2.png,0.7859019041061401,0,283.0,375.0,325.0,417.0
/kaggle/temp/axial_all_images/1196781988___2579132134___22.png,0.7516207098960876,0,270.0,330.0,312.0,372.0
/kaggle/temp/axial_all_images/1196781988___2579132134___7.png,0.8117172718048096,0,282.0,356.0,324.0,398.0
/kaggle/temp/axial_all_images/1199116491___1617970511___16.png,0.8177961111068726,0,218.00000000000003,221.0,250.99999999999997,254.99999999999997
/kaggle/temp/axial_all_images/1199116491___1617970511___21.png,0.7877293825149536,0,225.99999999999997,218.00000000000003,259.0,250.99999999999997
/kaggle/temp/axial_all_images/1199116491___1617970511___27.png,0.7616019248962402,0,225.99999999999997,235.0,260.0,269.0
/kaggle/temp/axial_all_images/1199116491___1617970511___30.png,0.7701621055603027,0,219.0,248.0,252.99999999999997,282.0
/kaggle/temp/axial_all_images/1199116491___28677612___1.png,0.757247805595398,0,225.0,229.99999999999997,259.0,264.0
/kaggle/temp/axial_all_images/1199116491___28677612___11.png,0.7952162027359009,0,212.0,218.00000000000003,246.0,252.0
/kaggle/temp/axial_all_images/1199116491___28677612___16.png,0.8219717741012573,0,213.0,237.0,247.00000000000003,270.0
/kaggle/temp/axial_all_images/1199116491___28677612___5.png,0.8137082457542419,0,221.0,222.00000000000003,256.0,256.0
/kaggle/temp/axial_all_images/1212820061___3140837225___10.png,0.8297716379165649,0,211.0,213.0,244.0,246.0
/kaggle/temp/axial_all_images/1212820061___3140837225___15.png,0.8016436100006104,0,215.0,233.0,249.00000000000003,267.0
/kaggle/temp/axial_all_images/1212820061___3140837225___21.png,0.7934452295303345,0,210.0,236.0,244.0,270.0
/kaggle/temp/axial_all_images/1212820061___3140837225___26.png,0.7770857214927673,0,204.99999999999997,244.0,239.0,277.0
/kaggle/temp/axial_all_images/1212820061___3140837225___5.png,0.7808122634887695,0,208.0,218.00000000000003,241.0,250.99999999999997
/kaggle/temp/axial_all_images/1217477368___3033248018___11.png,0.7129443287849426,0,231.0,234.0,265.0,268.0
/kaggle/temp/axial_all_images/1217477368___3033248018___16.png,0.7718039155006409,0,219.0,248.0,254.0,282.0
/kaggle/temp/axial_all_images/1217477368___3033248018___5.png,0.7786785364151001,0,220.00000000000003,217.0,254.0,250.99999999999997
/kaggle/temp/axial_all_images/1217477368___457783860___1.png,0.7640302181243896,0,240.0,248.0,275.0,282.0
/kaggle/temp/axial_all_images/1217477368___457783860___13.png,0.8375006914138794,0,220.00000000000003,229.0,254.0,263.0
/kaggle/temp/axial_all_images/1217477368___457783860___20.png,0.7726486921310425,0,212.0,229.99999999999997,246.0,264.0
/kaggle/temp/axial_all_images/1217477368___457783860___6.png,0.8085671663284302,0,229.0,231.99999999999997,263.0,266.0
/kaggle/temp/axial_all_images/1235452314___536051654___11.png,0.7928726673126221,0,131.0,155.0,151.0,175.0
/kaggle/temp/axial_all_images/1235452314___536051654___18.png,0.8129350543022156,0,134.0,160.0,154.0,180.0
/kaggle/temp/axial_all_images/1235452314___536051654___25.png,0.8249671459197998,0,137.0,161.0,157.0,181.0
/kaggle/temp/axial_all_images/1235452314___536051654___33.png,0.765663206577301,0,140.0,161.0,160.0,181.0
/kaggle/temp/axial_all_images/1235452314___536051654___43.png,0.4089784026145935,0,139.66190814971924,154.83094453811646,160.6618881225586,174.83094930648804
/kaggle/temp/axial_all_images/1237708996___1647841252___1.png,0.8010931015014648,0,222.00000000000003,288.0,254.99999999999997,321.0
/kaggle/temp/axial_all_images/1237708996___1647841252___11.png,0.8090102672576904,0,225.0,271.0,259.0,305.0
/kaggle/temp/axial_all_images/1237708996___1647841252___5.png,0.7998971343040466,0,225.0,273.0,259.0,307.0
/kaggle/temp/axial_all_images/1237708996___2591362212___15.png,0.773685872554779,0,227.99999999999997,246.0,262.0,280.0
/kaggle/temp/axial_all_images/1237708996___2591362212___22.png,0.8088623285293579,0,229.99999999999997,248.0,264.0,282.0
/kaggle/temp/axial_all_images/1237708996___2591362212___27.png,0.7706823348999023,0,231.99999999999997,256.0,267.0,290.0
/kaggle/temp/axial_all_images/1237708996___2591362212___9.png,0.7622244954109192,0,224.00000000000003,252.99999999999997,258.0,287.0
/kaggle/temp/axial_all_images/1245057921___1763999581___13.png,0.802495539188385,0,231.0,254.99999999999997,265.0,289.0
/kaggle/temp/axial_all_images/1245057921___1763999581___18.png,0.7754062414169312,0,212.0,250.0,246.0,284.0
/kaggle/temp/axial_all_images/1245057921___1763999581___23.png,0.7814040184020996,0,211.0,254.0,245.00000000000003,289.0
